ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;57;88;7;166;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;39;44;0;84;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;25;48;0;74;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;40;0;64;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;38;0;62;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;30;36;0;67;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;34;0;59;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;31;37;0;69;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;35;0;60;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;28;31;0;60;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;36;0;59;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;45;0;69;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;31;0;55;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;31;0;55;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;31;0;54;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;36;0;60;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;30;0;54;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;30;0;54;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;30;0;55;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;34;0;57;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;30;0;53;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;23;30;0;53;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;25;30;0;56;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;33;0;58;3.harold_large.jpg;true
7d7430ca-75a8-44a9-88e2-83ef4a6f647e;7;24;34;0;59;3.harold_large.jpg;true
