TestId;Number of Threads;Successful;Elapsed Time for Conversion in Nano;Elapsed Total Time in Nano;Image              ;Average for Conversion in ms;Total Average in ms
0     ;1                ;TRUE      ;11347421                           ;170668343                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11980195                           ;161254881                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12020627                           ;171696139                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11775320                           ;162418068                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11583986                           ;159018751                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11360076                           ;159732290                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11467695                           ;159381590                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11376996                           ;164770396                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12672710                           ;173612896                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12265858                           ;176639104                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12261837                           ;177041510                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12091936                           ;179075636                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11595900                           ;161937785                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12169300                           ;182656630                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11662922                           ;173591161                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12326719                           ;181596393                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11720336                           ;166754746                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11880414                           ;161250133                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12190083                           ;176226831                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12102661                           ;171733591                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12174989                           ;169360940                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11717862                           ;163551777                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11480420                           ;172209420                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12712326                           ;184681957                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12578583                           ;165130147                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11982247                           ;177111668                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11575507                           ;163134981                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12423647                           ;174506308                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12064181                           ;172883349                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12189323                           ;163332102                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;11522845                           ;159004295                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12112938                           ;184435067                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12407030                           ;181177653                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12209130                           ;181696099                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12117909                           ;169867683                 ;2.kitten_medium.jpg;                            ;
0     ;1                ;TRUE      ;12601818                           ;180520121                 ;2.kitten_medium.jpg;                            ;
