ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;48;0;69;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;29;0;50;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;31;0;52;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;30;0;51;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;30;0;51;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;28;0;49;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;26;0;47;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;28;0;49;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;28;0;49;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;27;0;49;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;28;0;49;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;26;0;47;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;24;0;45;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;23;0;44;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;21;27;0;48;3.harold_large.jpg;true
e427ca69-134e-4cb7-a89d-4137b03c117f;4;20;27;0;48;3.harold_large.jpg;true
