ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
2a399022-bb50-4829-b3d2-317b758ebc6a;1;59;46;52;172;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;33;17;25;76;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;24;10;21;56;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;23;14;21;58;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;24;11;18;53;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;18;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;9;19;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;21;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;12;35;68;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;9;22;53;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;10;18;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;10;18;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;10;18;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;9;18;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;9;20;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;21;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;21;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;22;7;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;19;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;7;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;49;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;8;20;50;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;9;20;51;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;10;20;52;3.harold_large.jpg;true
2a399022-bb50-4829-b3d2-317b758ebc6a;1;21;9;20;50;3.harold_large.jpg;true
