ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;71;0;93;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;39;0;60;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;19;0;41;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;35;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;18;0;39;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;35;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;21;0;42;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;36;0;59;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;35;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;37;0;60;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;35;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;16;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;37;0;58;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;36;0;57;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;18;0;39;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;19;0;40;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;36;0;57;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;18;0;39;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;32;0;53;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;17;0;40;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;33;0;54;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;36;0;57;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;20;37;0;59;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;15;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;38;0;59;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;17;0;38;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;16;0;37;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;22;34;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;34;0;55;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;35;0;56;3.harold_large.jpg;true
8b8557bf-9d1f-4300-bb25-af14575757a6;2;21;18;0;39;3.harold_large.jpg;true
