ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
d719204a-f507-4250-877c-71264e5927d3;4;23;107;0;131;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;32;0;53;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;23;28;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;26;0;48;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;27;0;49;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;23;29;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;28;0;49;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;23;26;0;49;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;24;0;45;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;32;0;55;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;24;0;45;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;23;27;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;26;0;47;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;25;0;47;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;27;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;25;0;47;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;28;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;29;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;28;0;49;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;24;0;47;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;22;26;0;49;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;27;0;48;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;30;0;51;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;32;0;53;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;24;0;45;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;23;0;44;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;33;0;54;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;27;0;48;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;29;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;26;0;47;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;30;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;32;0;54;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;19;0;41;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;23;32;0;55;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;30;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;21;31;0;52;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;20;30;0;50;3.harold_large.jpg;true
d719204a-f507-4250-877c-71264e5927d3;4;24;30;0;54;3.harold_large.jpg;true
